SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
VÍRUS DA HEPATITE A PURIFICADO INATIVADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525502502158411;1002900300037;7897337701600;    -     ;    -     ;VAQTA;50 U SUS INJ IM CT 1 FA VD INC X 1,0 ML;J7E4 - VACINA PARA HEPATITE;Novo;Regulado;87,41;87,41;99,33;105,31;105,31;105,95;105,95;106,6;106,6;109,26;120,84;137,32;145,58;145,58;146,47;146,47;147,37;147,37;151,05;Não;Não;Sim;Não;;Positiva;Sim;Tarja  Vermelha
VÍRUS DA HEPATITE A PURIFICADO INATIVADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525513100016103;1002900300061;7897337711449;    -     ;    -     ;VAQTA;50 U SUS INJ IM CT 10 FA VD INC X 1,0 ML;J7E4 - VACINA PARA HEPATITE;Novo;Regulado;874,01;874,01;993,19;1053,02;1053,02;1059,41;1059,41;1065,87;1065,87;1092,51;1208,27;1373,03;1455,74;1455,74;1464,57;1464,57;1473,5;1473,5;1510,33;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
MALEATO DE ENALAPRIL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525501904112319;1002900310490;7897337705899;    -     ;    -     ;RENITEC;5 MG COM CT BL AL/AL X 30;C9A - INIBIDORES DA ECA PUROS;Novo;Regulado;19,51;19,51;22,17;23,51;23,51;23,65;23,65;23,79;23,79;24,39;26,97;30,65;32,5;32,5;32,69;32,69;32,89;32,89;33,72;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
MALEATO DE ENALAPRIL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525501901113314;1002900310504;7897337705882;    -     ;    -     ;RENITEC;10 MG COM CT BL AL/AL X 30;C9A - INIBIDORES DA ECA PUROS;Novo;Regulado;12,55;12,55;14,26;15,12;15,12;15,21;15,21;15,3;15,3;15,69;17,35;19,71;20,9;20,9;21,03;21,03;21,15;21,15;21,69;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MALEATO DE ENALAPRIL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525501903116310;1002900310512;7897337705868;    -     ;    -     ;RENITEC;20 MG COM CT BL AL/AL X 30;C9A - INIBIDORES DA ECA PUROS;Novo;Regulado;38,31;38,31;43,53;46,16;46,16;46,44;46,44;46,72;46,72;47,89;52,96;60,18;63,81;63,81;64,2;64,2;64,59;64,59;66,21;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MALEATO ÁCIDO DE TIMOLOL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525502304178317;1002900320089;7897337702225;    -     ;    -     ;TIMOPTOL;0,5% SOL OFT CT FR PLAS OPC GOT X 5 ML;S1E2 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS TÓPICAS;Novo;Regulado;38,69;38,69;43,97;46,61;46,61;46,9;46,9;47,18;47,18;48,36;53,49;60,79;64,44;64,44;64,84;64,84;65,22;65,22;66,85;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
MALEATO ÁCIDO DE TIMOLOL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525502303171319;1002900320127;7897337705837;    -     ;    -     ;TIMOPTOL;0,5% SOL OFT CT FR PLAS OPC GOT OCUMETRO X 5 ML;S1E2 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS TÓPICAS;Novo;Regulado;11,22;11,22;12,75;13,52;13,52;13,6;13,6;13,68;13,68;14,03;15,51;17,63;18,69;18,69;18,8;18,8;18,91;18,91;19,4;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ACETATO DE CASPOFUNGINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500301155311;1002900330017;7897337707381;    -     ;    -     ;CANCIDAS;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Novo;Regulado;3054,25;3054,25;3470,74;3679,82;3679,82;3702,12;3702,12;3724,69;3724,69;3817,81;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ACETATO DE CASPOFUNGINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500302151318;1002900330025;7897337707398;    -     ;    -     ;CANCIDAS;70 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Novo;Regulado;3934,5;3934,5;4471,02;4740,36;4740,36;4769,09;4769,09;4798,17;4798,17;4918,13;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ERTAPENÉM SÓDICO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525501301159216;1002900340012;7897337700306;    -     ;    -     ;INVANZ;1 G PO LIOF SOL INJ IM/IV CT FA VD TRANS;J1P2 - CARBAPENEMES E PENEMES;Novo;Regulado;349,97;349,97;397,69;421,65;421,65;424,21;424,21;426,79;426,79;437,46;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ETORICOXIBE;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500202114216;1002900350018;7897337704960;    -     ;    -     ;ARCOXIA;60 MG COM REV CT BL AL AL X 7;M1A3 - COXIBS;Novo;Regulado;36,12;36,12;41,05;43,52;43,52;43,78;43,78;44,05;44,05;45,15;49,93;56,75;60,16;60,16;60,52;60,52;60,9;60,9;62,42;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
ETORICOXIBE;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500203110214;1002900350026;7897337704977;    -     ;    -     ;ARCOXIA;60 MG COM REV CT BL AL AL X 14 ;M1A3 - COXIBS;Novo;Regulado;71,09;71,09;80,78;85,65;85,65;86,17;86,17;86,7;86,7;88,86;98,28;111,67;118,41;118,41;119,12;119,12;119,86;119,86;122,84;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
ETORICOXIBE;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500204117212;1002900350042;7897337704984;    -     ;    -     ;ARCOXIA;90 MG COM REV CT  BL AL AL X 7;M1A3 - COXIBS;Novo;Regulado;40,27;40,27;45,76;48,52;48,52;48,81;48,81;49,11;49,11;50,34;55,67;63,26;67,08;67,08;67,48;67,48;67,89;67,89;69,59;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
ETORICOXIBE;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500205113210;1002900350050;7897337705004;    -     ;    -     ;ARCOXIA;90 MG COM REV CT BL AL AL X 14;M1A3 - COXIBS;Novo;Regulado;79,23;79,23;90,03;95,46;95,46;96,04;96,04;96,62;96,62;99,04;109,53;124,46;131,97;131,97;132,77;132,77;133,57;133,57;136,92;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
ETORICOXIBE;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525513120016303;1002900350107;7897337710015;    -     ;    -     ;ARCOXIA;90 MG COM REV CT BL AL AL X 2;M1A3 - COXIBS;Novo;Regulado;11,49;11,49;13,06;13,84;13,84;13,93;13,93;14,01;14,01;14,36;15,88;18,05;19,13;19,13;19,26;19,26;19,37;19,37;19,85;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
EZETIMIBA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500901111216;1002900760011;7897337701549;    -     ;    -     ;EZETROL;10 MG COM CT BL AL PLAS TRANS X 10 ;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Novo;Regulado;36,74;36,74;41,75;44,27;44,27;44,53;44,53;44,8;44,8;45,93;50,79;57,72;61,2;61,2;61,56;61,56;61,93;61,93;63,5;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
EZETIMIBA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525500902116319;1002900760038;7897337704120;    -     ;    -     ;EZETROL;10 MG COM CT BL AL PLAS TRANS X 30;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Novo;Regulado;110,42;110,42;125,48;133,04;133,04;133,84;133,84;134,66;134,66;138,03;152,65;173,47;183,92;183,92;185,03;185,03;186,16;186,16;190,82;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
APREPITANTO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503201119219;1002901130038;7897337706278;    -     ;    -     ;EMEND;80MG CAP DURA CT BL AL AL X 2 + 125 MG CAP DURA CT BL AL AL X 1;A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1;Novo;Regulado;535,72;535,72;608,77;645,45;645,45;649,36;649,36;653,32;653,32;669,65;740,6;841,59;892,3;892,3;897,7;897,7;903,18;903,18;925,75;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"HIDROCLOROTIAZIDA;LISINOPRIL";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503301113311;1002901310028;7897337702430;    -     ;    -     ;PRINZIDE;10 MG / 12,5 MG COM CT 3 BL AL PLAS INC X 10;C9B1 - INIBIDORES DA ECA ASSOCIADOS A ANTI-HIPERTERSIVOS (C2) E/OU DIURÉTICOS (C3);Novo;Regulado;52,71;52,71;59,9;63,51;63,51;63,89;63,89;64,28;64,28;65,89;72,87;82,81;87,8;87,8;88,32;88,32;88,86;88,86;91,09;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525516020019503;1002901350062;7897337714488;    -     ;    -     ;VYTORIN;10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 30;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;97,67;97,67;110,99;117,67;117,67;118,39;118,39;119,11;119,11;122,09;135,02;153,44;162,67;162,67;163,67;163,67;164,66;164,66;168,78;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503403110212;1002901350070;7897337706162;    -     ;    -     ;VYTORIN;10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 14;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;45,59;45,59;51,81;54,93;54,93;55,26;55,26;55,6;55,6;56,99;63,03;71,62;75,94;75,94;76,39;76,39;76,86;76,86;78,79;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503404117210;1002901350089;7897337706179;    -     ;    -     ;VYTORIN;10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 28 ;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;91,18;91,18;103,61;109,86;109,86;110,52;110,52;111,2;111,2;113,98;126,05;143,23;151,88;151,88;152,79;152,79;153,73;153,73;157,57;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525516020019603;1002901350100;7897337714495;    -     ;    -     ;VYTORIN;10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 30;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;171,09;171,09;194,42;206,13;206,13;207,38;207,38;208,65;208,65;213,86;236,52;268,77;284,96;284,96;286,69;286,69;288,45;288,45;295,65;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503405113219;1002901350119;7897337706186;    -     ;    -     ;VYTORIN;10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 14;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;79,83;79,83;90,72;96,18;96,18;96,76;96,76;97,35;97,35;99,79;110,36;125,42;132,96;132,96;133,77;133,77;134,58;134,58;137,95;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503406111211;1002901350127;7897337706193;    -     ;    -     ;VYTORIN;10MG + 40 MG COM CT BL PVC BRANCO ACLAR AL X 28 ;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;159,72;159,72;181,5;192,43;192,43;193,6;193,6;194,78;194,78;199,65;220,8;250,91;266,02;266,02;267,64;267,64;269,27;269,27;276;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503407116215;1002901350161;7897337703314;    -     ;    -     ;VYTORIN;10MG + 80 MG COM CT BL PVC BRANCO ACLAR AL X 28;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;162,89;162,89;185,1;196,25;196,25;197,44;197,44;198,65;198,65;203,61;225,19;255,89;271,3;271,3;272,95;272,95;274,62;274,62;281,48;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503402114214;1002901350240;7897337706155;    -     ;    -     ;VYTORIN;10MG + 10 MG COM CT BL AL AL X 28;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;91,18;91,18;103,61;109,86;109,86;110,52;110,52;111,2;111,2;113,98;126,05;143,23;151,88;151,88;152,79;152,79;153,73;153,73;157,57;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"SINVASTATINA;EZETIMIBA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525516020019403;1002901350259;7897337714471;    -     ;    -     ;VYTORIN;10MG + 10 MG COM CT BL AL AL X 30;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;97,67;97,67;110,99;117,67;117,67;118,39;118,39;119,11;119,11;122,09;135,02;153,44;162,67;162,67;163,67;163,67;164,66;164,66;168,78;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
LISINOPRIL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503802112413;1002901360017;7897337702393;    -     ;    -     ;PRINIVIL;10 MG COM CT BL AL PLAS INC X 30 ;C9A - INIBIDORES DA ECA PUROS;Novo;Regulado;75,64;75,64;85,95;91,13;91,13;91,68;91,68;92,24;92,24;94,55;104,57;118,82;125,98;125,98;126,74;126,74;127,52;127,52;130,71;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"CLORIDRATO DE AMILORIDA;HIDROCLOROTIAZIDA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525504601110314;1002901370012;7897337702270;    -     ;    -     ;MODURETIC;25 MG + 2,5 MG COM CT BL AL PLAS TRANS X 30 ;C3A5 - AGENTES DIURÉTICOS POUPADORES DE POTÁSSIO ASSOCIADOS COM TIAZIDAS E/OU ANÁLOGOS;Novo;Regulado;9,01;9,01;10,24;10,86;10,86;10,92;10,92;10,99;10,99;11,26;12,46;14,16;15,01;15,01;15,1;15,1;15,19;15,19;15,57;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"CLORIDRATO DE AMILORIDA;HIDROCLOROTIAZIDA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525504602117312;1002901370020;7897337702386;    -     ;    -     ;MODURETIC;50 MG + 5 MG COM CT BL AL PLAS TRANS X 30;C3A5 - AGENTES DIURÉTICOS POUPADORES DE POTÁSSIO ASSOCIADOS COM TIAZIDAS E/OU ANÁLOGOS;Novo;Regulado;15,05;15,05;17,1;18,13;18,13;18,24;18,24;18,35;18,35;18,81;20,81;23,64;25,06;25,06;25,22;25,22;25,37;25,37;26;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503601151314;1002901710050;7897337704748;    -     ;    -     ;GARDASIL;SUS INJ CT 01 SER PREENCH VD INC X 0,5 ML ;J7E3 - VACINA CONTRA HPV (PAPILOMAVIRUS HUMANO);Biológico;Regulado;446,04;446,04;506,86;537,4;537,4;540,65;540,65;543,95;543,95;557,55;616,62;700,7;742,92;742,92;747,42;747,42;751,98;751,98;770,78;Não;Não;Sim;Não;;Positiva;Sim;Tarja  Vermelha
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503701111217;1002901720031;7897337706711;    -     ;    -     ;JANUVIA;25 MG COM REV CT BL AL PVC/PE/PVDC X 28 ;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;40,73;40,73;46,28;49,07;49,07;49,37;49,37;49,67;49,67;50,91;56,31;63,98;67,84;67,84;68,25;68,25;68,67;68,67;70,38;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503704110211;1002901720064;7897337706605;    -     ;    -     ;JANUVIA;50 MG COM REV CT BL AL PVC/PE/PVDC X 28;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;81,43;81,43;92,53;98,11;98,11;98,7;98,7;99,3;99,3;101,79;112,57;127,92;135,63;135,63;136,45;136,45;137,28;137,28;140,72;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503703114213;1002901720099;7897337706698;    -     ;    -     ;JANUVIA;100 MG COM REV CT BL AL PVC/PE/PVDC X 14;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;81,43;81,43;92,53;98,11;98,11;98,7;98,7;99,3;99,3;101,79;112,57;127,92;135,63;135,63;136,45;136,45;137,28;137,28;140,72;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525503702118215;1002901720102;7897337706742;    -     ;    -     ;JANUVIA;100 MG COM REV CT BL AL PVC/PE/PVDC X 28;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;162,89;162,89;185,1;196,25;196,25;197,44;197,44;198,65;198,65;203,61;225,19;255,89;271,3;271,3;272,95;272,95;274,62;274,62;281,48;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525521090021803;1002901720145;7897337707596;    -     ;    -     ;JANUVIA;25 MG COM REV CT BL AL AL X 28 ;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;40,73;40,73;46,28;49,07;49,07;49,37;49,37;49,67;49,67;50,91;56,31;63,98;67,84;67,84;68,25;68,25;68,67;68,67;70,38;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525521090021903;1002901720171;7897337707626;    -     ;    -     ;JANUVIA;50 MG COM REV CT BL AL AL X 28;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;81,43;81,43;92,53;98,11;98,11;98,7;98,7;99,3;99,3;101,79;112,57;127,92;135,63;135,63;136,45;136,45;137,28;137,28;140,72;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525521090021603;1002901720201;7897337707657;    -     ;    -     ;JANUVIA;100 MG COM REV CT BL AL AL X 14;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;81,43;81,43;92,53;98,11;98,11;98,7;98,7;99,3;99,3;101,79;112,57;127,92;135,63;135,63;136,45;136,45;137,28;137,28;140,72;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525521090021703;1002901720218;7897337707664;    -     ;    -     ;JANUVIA;100 MG COM REV CT BL AL AL X 28 ;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Novo;Regulado;162,89;162,89;185,1;196,25;196,25;197,44;197,44;198,65;198,65;203,61;225,19;255,89;271,3;271,3;272,95;272,95;274,62;274,62;281,48;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
RALTEGRAVIR;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525504301117216;1002901730019;7897337708142;    -     ;    -     ;ISENTRESS;400 MG COM REV CT FR PLAS PEAD OPC X 60;J5C9 - ANTIVIRAIS HIV, OUTROS;Novo;Regulado;1711,67;1711,67;1945,08;2062,25;2062,25;2074,75;2074,75;2087,4;2087,4;2139,59;2366,28;2688,96;2850,94;2850,94;2868,22;2868,22;2885,71;2885,71;2957,86;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
RALTEGRAVIR POTÁSSICO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525513090015705;1002901730027;7897337711234;    -     ;    -     ;ISENTRESS;25 MG COM MAST CT FR PLAS PEAD OPC X 60 ;J5C9 - ANTIVIRAIS HIV, OUTROS;Novo;Regulado;106,34;106,34;120,84;128,12;128,12;128,9;128,9;129,68;129,68;132,93;147,01;167,05;177,12;177,12;178,2;178,2;179,27;179,27;183,77;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
RALTEGRAVIR POTÁSSICO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525513090015805;1002901730035;7897337711241;    -     ;    -     ;ISENTRESS;100 MG COM MAST CT FR PLAS PEAD OPC  X 60 ;J5C9 - ANTIVIRAIS HIV, OUTROS;Novo;Regulado;425,42;425,42;483,43;512,55;512,55;515,66;515,66;518,8;518,8;531,78;588,12;668,31;708,57;708,57;712,87;712,87;717,21;717,21;735,15;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
VÍRUS DA VARICELA -ZOSTER;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525514020016502;1002901740014;7897337712187;    -     ;    -     ;ZOSTAVAX;PO LIOF INJ CT FA VD INC + FA VD INC DIL X 3 ML;J7E2 - VACINA CONTRA VARICELLA;Biológico;Regulado;373,27;373,27;424,17;449,72;449,72;452,45;452,45;455,21;455,21;466,59;516,02;586,39;621,71;621,71;625,49;625,49;629,3;629,3;645,03;Não;Não;Sim;Não;;Positiva;Sim;Tarja  Vermelha
"REARRANJO DE ROTAVÍRUS HUMANO/BOVINO P1A[8];REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G4;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G3;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G2;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G1";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525504401138411;1002901750011;7897337704038;    -     ;    -     ;ROTATEQ;SOL ORAL X TUBO PLAS INC X 2 ML;J7E5 - VACINA CONTRA ROTAVÍRUS;Biológico;Regulado;137,63;137,63;156,4;165,82;165,82;166,82;166,82;167,84;167,84;172,04;190,27;216,21;229,24;229,24;230,62;230,62;232,03;232,03;237,84;Não;Não;Sim;Não;;Positiva;Sim;Tarja  Vermelha
"VÍRUS DA CAXUMBA;VÍRUS DA RUBEOLA;VÍRUS DO SARAMPO;VÍRUS DA VARICELA -ZOSTER";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525517080020004;1002901760041;7897337715850;    -     ;    -     ;PROQUAD;PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 0,7 ML;J7B2 - ASSOCIAÇÔES COM VACINA ANTI-SARAMPO E PAROTIDITE;Biológico;Regulado;167,36;167,36;190,18;201,64;201,64;202,86;202,86;204,1;204,1;209,2;231,37;262,91;278,76;278,76;280,44;280,44;282,16;282,16;289,21;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525504501116213;1002901770010;7897337708159;    -     ;    -     ;JANUMET;50MG + 500MG COM REV CT BL AL AL X 28;A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS;Novo;Regulado;80,25;80,25;91,19;96,69;96,69;97,27;97,27;97,87;97,87;100,31;110,94;126,06;133,67;133,67;134,47;134,47;135,3;135,3;138,67;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"FOSFATO DE SITAGLIPTINA MONOIDRATADO;CLORIDRATO DE METFORMINA";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525504504115218;1002901770029;7897337708166;    -     ;    -     ;JANUMET;(50,0 + 500,0) MG COM REV CT BL AL AL X 56;A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS;Novo;Regulado;160,53;160,53;182,42;193,41;193,41;194,58;194,58;195,77;195,77;200,66;221,92;252,18;267,38;267,38;269;269;270,64;270,64;277,4;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
